"Step","cnn-ep100-20-layers-no-data-augmentation - train_loss","cnn-ep100-20-layers-no-data-augmentation - train_loss__MIN","cnn-ep100-20-layers-no-data-augmentation - train_loss__MAX","cnn-ep100-56-layers-no-data-augmentation - train_loss","cnn-ep100-56-layers-no-data-augmentation - train_loss__MIN","cnn-ep100-56-layers-no-data-augmentation - train_loss__MAX","cnn-ep100-32-layers-no-data-augmentation - train_loss","cnn-ep100-32-layers-no-data-augmentation - train_loss__MIN","cnn-ep100-32-layers-no-data-augmentation - train_loss__MAX"
"49","1.6881836652755737","1.6881836652755737","1.6881836652755737","2.1921908855438232","2.1921908855438232","2.1921908855438232","1.8686556816101074","1.8686556816101074","1.8686556816101074"
"98","1.2162588834762573","1.2162588834762573","1.2162588834762573","1.8791643381118774","1.8791643381118774","1.8791643381118774","1.414547324180603","1.414547324180603","1.414547324180603"
"147","0.9762442111968994","0.9762442111968994","0.9762442111968994","1.7638293504714966","1.7638293504714966","1.7638293504714966","1.1648277044296265","1.1648277044296265","1.1648277044296265"
"196","0.8090494871139526","0.8090494871139526","0.8090494871139526","1.6298279762268066","1.6298279762268066","1.6298279762268066","1.0081428289413452","1.0081428289413452","1.0081428289413452"
"245","0.6829184293746948","0.6829184293746948","0.6829184293746948","1.5486387014389038","1.5486387014389038","1.5486387014389038","0.9260509014129639","0.9260509014129639","0.9260509014129639"
"294","0.5799348950386047","0.5799348950386047","0.5799348950386047","1.4334461688995361","1.4334461688995361","1.4334461688995361","0.8342890739440918","0.8342890739440918","0.8342890739440918"
"343","0.5359403491020203","0.5359403491020203","0.5359403491020203","1.3644745349884033","1.3644745349884033","1.3644745349884033","0.7860280275344849","0.7860280275344849","0.7860280275344849"
"392","0.4883846938610077","0.4883846938610077","0.4883846938610077","1.2462736368179321","1.2462736368179321","1.2462736368179321","0.7312197685241699","0.7312197685241699","0.7312197685241699"
"441","0.4255899488925934","0.4255899488925934","0.4255899488925934","1.1352274417877197","1.1352274417877197","1.1352274417877197","0.668696939945221","0.668696939945221","0.668696939945221"
"490","0.40535104274749756","0.40535104274749756","0.40535104274749756","1.0775052309036255","1.0775052309036255","1.0775052309036255","0.6233175992965698","0.6233175992965698","0.6233175992965698"
"539","0.3698817491531372","0.3698817491531372","0.3698817491531372","1.0328590869903564","1.0328590869903564","1.0328590869903564","0.5673859715461731","0.5673859715461731","0.5673859715461731"
"588","0.336340069770813","0.336340069770813","0.336340069770813","0.9761083126068115","0.9761083126068115","0.9761083126068115","0.5334262251853943","0.5334262251853943","0.5334262251853943"
"637","0.30109933018684387","0.30109933018684387","0.30109933018684387","0.9378892183303833","0.9378892183303833","0.9378892183303833","0.5063280463218689","0.5063280463218689","0.5063280463218689"
"686","0.27817103266716003","0.27817103266716003","0.27817103266716003","0.8828957676887512","0.8828957676887512","0.8828957676887512","0.46556612849235535","0.46556612849235535","0.46556612849235535"
"735","0.24296005070209503","0.24296005070209503","0.24296005070209503","0.8450254797935486","0.8450254797935486","0.8450254797935486","0.4531721770763397","0.4531721770763397","0.4531721770763397"
"784","0.22744034230709076","0.22744034230709076","0.22744034230709076","0.7971606850624084","0.7971606850624084","0.7971606850624084","0.42989012598991394","0.42989012598991394","0.42989012598991394"
"833","0.22077524662017822","0.22077524662017822","0.22077524662017822","0.7681666612625122","0.7681666612625122","0.7681666612625122","0.40978777408599854","0.40978777408599854","0.40978777408599854"
"882","0.19648310542106628","0.19648310542106628","0.19648310542106628","0.7467247247695923","0.7467247247695923","0.7467247247695923","0.37638962268829346","0.37638962268829346","0.37638962268829346"
"931","0.17023000121116638","0.17023000121116638","0.17023000121116638","0.7118483185768127","0.7118483185768127","0.7118483185768127","0.3561443090438843","0.3561443090438843","0.3561443090438843"
"980","0.1753378063440323","0.1753378063440323","0.1753378063440323","0.6873535513877869","0.6873535513877869","0.6873535513877869","0.3234195113182068","0.3234195113182068","0.3234195113182068"
"1029","0.13225725293159485","0.13225725293159485","0.13225725293159485","0.6582227349281311","0.6582227349281311","0.6582227349281311","0.2985750734806061","0.2985750734806061","0.2985750734806061"
"1078","0.12546227872371674","0.12546227872371674","0.12546227872371674","0.6275150179862976","0.6275150179862976","0.6275150179862976","0.2900886833667755","0.2900886833667755","0.2900886833667755"
"1127","0.10832581669092178","0.10832581669092178","0.10832581669092178","0.5826180577278137","0.5826180577278137","0.5826180577278137","0.2730342149734497","0.2730342149734497","0.2730342149734497"
"1176","0.11000514030456543","0.11000514030456543","0.11000514030456543","0.5598839521408081","0.5598839521408081","0.5598839521408081","0.2538749873638153","0.2538749873638153","0.2538749873638153"
"1225","0.09379345923662186","0.09379345923662186","0.09379345923662186","0.532230019569397","0.532230019569397","0.532230019569397","0.22364237904548645","0.22364237904548645","0.22364237904548645"
"1274","0.095794677734375","0.095794677734375","0.095794677734375","0.4984000325202942","0.4984000325202942","0.4984000325202942","0.20349739491939545","0.20349739491939545","0.20349739491939545"
"1323","0.06834755837917328","0.06834755837917328","0.06834755837917328","0.4674884080886841","0.4674884080886841","0.4674884080886841","0.2040558010339737","0.2040558010339737","0.2040558010339737"
"1372","0.08067217469215393","0.08067217469215393","0.08067217469215393","0.45891663432121277","0.45891663432121277","0.45891663432121277","0.17896564304828644","0.17896564304828644","0.17896564304828644"
"1421","0.060798730701208115","0.060798730701208115","0.060798730701208115","0.4294670522212982","0.4294670522212982","0.4294670522212982","0.16032762825489044","0.16032762825489044","0.16032762825489044"
"1470","0.055273279547691345","0.055273279547691345","0.055273279547691345","0.41076451539993286","0.41076451539993286","0.41076451539993286","0.14631254971027374","0.14631254971027374","0.14631254971027374"
"1519","0.04929414018988609","0.04929414018988609","0.04929414018988609","0.38870665431022644","0.38870665431022644","0.38870665431022644","0.13503845036029816","0.13503845036029816","0.13503845036029816"
"1568","0.034669335931539536","0.034669335931539536","0.034669335931539536","0.3540475070476532","0.3540475070476532","0.3540475070476532","0.12645970284938812","0.12645970284938812","0.12645970284938812"
"1617","0.04760710522532463","0.04760710522532463","0.04760710522532463","0.3375145196914673","0.3375145196914673","0.3375145196914673","0.11353375762701035","0.11353375762701035","0.11353375762701035"
"1666","0.054793041199445724","0.054793041199445724","0.054793041199445724","0.31697729229927063","0.31697729229927063","0.31697729229927063","0.10054139792919159","0.10054139792919159","0.10054139792919159"
"1715","0.02827059105038643","0.02827059105038643","0.02827059105038643","0.3113652765750885","0.3113652765750885","0.3113652765750885","0.09281298518180847","0.09281298518180847","0.09281298518180847"
"1764","0.017805002629756927","0.017805002629756927","0.017805002629756927","0.2835948169231415","0.2835948169231415","0.2835948169231415","0.1028231754899025","0.1028231754899025","0.1028231754899025"
"1813","0.023106861859560013","0.023106861859560013","0.023106861859560013","0.2658100128173828","0.2658100128173828","0.2658100128173828","0.08338548243045807","0.08338548243045807","0.08338548243045807"
"1862","0.03536165878176689","0.03536165878176689","0.03536165878176689","0.24970245361328125","0.24970245361328125","0.24970245361328125","0.06758937239646912","0.06758937239646912","0.06758937239646912"
"1911","0.04184840992093086","0.04184840992093086","0.04184840992093086","0.2408490628004074","0.2408490628004074","0.2408490628004074","0.07344374805688858","0.07344374805688858","0.07344374805688858"
"1960","0.030593590810894966","0.030593590810894966","0.030593590810894966","0.22245089709758759","0.22245089709758759","0.22245089709758759","0.06790898740291595","0.06790898740291595","0.06790898740291595"
"2009","0.016452878713607788","0.016452878713607788","0.016452878713607788","0.2053977996110916","0.2053977996110916","0.2053977996110916","0.0552353635430336","0.0552353635430336","0.0552353635430336"
"2058","0.014583433046936989","0.014583433046936989","0.014583433046936989","0.18781135976314545","0.18781135976314545","0.18781135976314545","0.0536419078707695","0.0536419078707695","0.0536419078707695"
"2107","0.02537168748676777","0.02537168748676777","0.02537168748676777","0.18026955425739288","0.18026955425739288","0.18026955425739288","0.05258844047784805","0.05258844047784805","0.05258844047784805"
"2156","0.024537239223718643","0.024537239223718643","0.024537239223718643","0.15423883497714996","0.15423883497714996","0.15423883497714996","0.05390051379799843","0.05390051379799843","0.05390051379799843"
"2205","0.016578108072280884","0.016578108072280884","0.016578108072280884","0.14199955761432648","0.14199955761432648","0.14199955761432648","0.039521072059869766","0.039521072059869766","0.039521072059869766"
"2254","0.014976121485233307","0.014976121485233307","0.014976121485233307","0.1399250626564026","0.1399250626564026","0.1399250626564026","0.04006444662809372","0.04006444662809372","0.04006444662809372"
"2303","0.01904105395078659","0.01904105395078659","0.01904105395078659","0.12923268973827362","0.12923268973827362","0.12923268973827362","0.04328060895204544","0.04328060895204544","0.04328060895204544"
"2352","0.017635775730013847","0.017635775730013847","0.017635775730013847","0.1149691715836525","0.1149691715836525","0.1149691715836525","0.030566509813070297","0.030566509813070297","0.030566509813070297"
"2401","0.014216863550245762","0.014216863550245762","0.014216863550245762","0.11883287876844406","0.11883287876844406","0.11883287876844406","0.022488310933113098","0.022488310933113098","0.022488310933113098"
"2450","0.01069693174213171","0.01069693174213171","0.01069693174213171","0.11729718744754791","0.11729718744754791","0.11729718744754791","0.029186641797423363","0.029186641797423363","0.029186641797423363"
"2499","0.0036044844891875982","0.0036044844891875982","0.0036044844891875982","0.10059309750795364","0.10059309750795364","0.10059309750795364","0.03083721734583378","0.03083721734583378","0.03083721734583378"
"2548","0.005035479553043842","0.005035479553043842","0.005035479553043842","0.08903296291828156","0.08903296291828156","0.08903296291828156","0.032792624086141586","0.032792624086141586","0.032792624086141586"
"2597","0.005300276447087526","0.005300276447087526","0.005300276447087526","0.0751701295375824","0.0751701295375824","0.0751701295375824","0.029935305938124657","0.029935305938124657","0.029935305938124657"
"2646","0.005215606186538935","0.005215606186538935","0.005215606186538935","0.08094438910484314","0.08094438910484314","0.08094438910484314","0.02330804616212845","0.02330804616212845","0.02330804616212845"
"2695","0.008766818791627884","0.008766818791627884","0.008766818791627884","0.07645013928413391","0.07645013928413391","0.07645013928413391","0.012820007279515266","0.012820007279515266","0.012820007279515266"
"2744","0.011713311076164246","0.011713311076164246","0.011713311076164246","0.05529601499438286","0.05529601499438286","0.05529601499438286","0.011144343763589859","0.011144343763589859","0.011144343763589859"
"2793","0.018964098766446114","0.018964098766446114","0.018964098766446114","0.05890551581978798","0.05890551581978798","0.05890551581978798","0.014028589241206646","0.014028589241206646","0.014028589241206646"
"2842","0.011315075680613518","0.011315075680613518","0.011315075680613518","0.05917063355445862","0.05917063355445862","0.05917063355445862","0.021766426041722298","0.021766426041722298","0.021766426041722298"
"2891","0.007718094624578953","0.007718094624578953","0.007718094624578953","0.04953157156705856","0.04953157156705856","0.04953157156705856","0.018292751163244247","0.018292751163244247","0.018292751163244247"
"2940","0.0029906362760812044","0.0029906362760812044","0.0029906362760812044","0.052456747740507126","0.052456747740507126","0.052456747740507126","0.012124894186854362","0.012124894186854362","0.012124894186854362"
"2989","0.0014999088598415256","0.0014999088598415256","0.0014999088598415256","0.041680146008729935","0.041680146008729935","0.041680146008729935","0.010302869603037834","0.010302869603037834","0.010302869603037834"
"3038","0.0005895966896787286","0.0005895966896787286","0.0005895966896787286","0.04111571982502937","0.04111571982502937","0.04111571982502937","0.007425194140523672","0.007425194140523672","0.007425194140523672"
"3087","0.00019616298959590495","0.00019616298959590495","0.00019616298959590495","0.04007147625088692","0.04007147625088692","0.04007147625088692","0.0049464404582977295","0.0049464404582977295","0.0049464404582977295"
"3136","0.0000776466986280866","0.0000776466986280866","0.0000776466986280866","0.02762945182621479","0.02762945182621479","0.02762945182621479","0.004931146744638681","0.004931146744638681","0.004931146744638681"
"3185","0.000045721546484855935","0.000045721546484855935","0.000045721546484855935","0.02388690412044525","0.02388690412044525","0.02388690412044525","0.004600743297487497","0.004600743297487497","0.004600743297487497"
"3234","0.00003688639117171988","0.00003688639117171988","0.00003688639117171988","0.015452878549695015","0.015452878549695015","0.015452878549695015","0.0033985802438110113","0.0033985802438110113","0.0033985802438110113"
"3283","0.000030033585062483326","0.000030033585062483326","0.000030033585062483326","0.01026254054158926","0.01026254054158926","0.01026254054158926","0.002770280698314309","0.002770280698314309","0.002770280698314309"
"3332","0.000028994621970923617","0.000028994621970923617","0.000028994621970923617","0.0096841249614954","0.0096841249614954","0.0096841249614954","0.0016891983104869723","0.0016891983104869723","0.0016891983104869723"
"3381","0.000026536043151281774","0.000026536043151281774","0.000026536043151281774","0.014267342165112495","0.014267342165112495","0.014267342165112495","0.001170956646092236","0.001170956646092236","0.001170956646092236"
"3430","0.000026455423721927218","0.000026455423721927218","0.000026455423721927218","0.011459785513579845","0.011459785513579845","0.011459785513579845","0.0005787601112388074","0.0005787601112388074","0.0005787601112388074"
"3479","0.000022500258637592196","0.000022500258637592196","0.000022500258637592196","0.006223857868462801","0.006223857868462801","0.006223857868462801","0.00038109440356492996","0.00038109440356492996","0.00038109440356492996"
"3528","0.00002121413854183629","0.00002121413854183629","0.00002121413854183629","0.0038225774187594652","0.0038225774187594652","0.0038225774187594652","0.00012979812163393945","0.00012979812163393945","0.00012979812163393945"
"3577","0.000022855743736727163","0.000022855743736727163","0.000022855743736727163","0.0029785365331918","0.0029785365331918","0.0029785365331918","0.0000737225855118595","0.0000737225855118595","0.0000737225855118595"
"3626","0.000018157285012421198","0.000018157285012421198","0.000018157285012421198","0.001780110178515315","0.001780110178515315","0.001780110178515315","0.00008404864638578147","0.00008404864638578147","0.00008404864638578147"
"3675","0.000018395663573755883","0.000018395663573755883","0.000018395663573755883","0.0010331283556297421","0.0010331283556297421","0.0010331283556297421","0.00026657950365915895","0.00026657950365915895","0.00026657950365915895"
"3724","0.000018264026948600076","0.000018264026948600076","0.000018264026948600076","0.0005017115036025643","0.0005017115036025643","0.0005017115036025643","0.0000892982934601605","0.0000892982934601605","0.0000892982934601605"
"3773","0.00001623178286536131","0.00001623178286536131","0.00001623178286536131","0.0003392140497453511","0.0003392140497453511","0.0003392140497453511","0.00005292468995321542","0.00005292468995321542","0.00005292468995321542"
"3822","0.00001668240838625934","0.00001668240838625934","0.00001668240838625934","0.00021748867584392428","0.00021748867584392428","0.00021748867584392428","0.00004765180347021669","0.00004765180347021669","0.00004765180347021669"
"3871","0.000015861582141951658","0.000015861582141951658","0.000015861582141951658","0.00018745148554444313","0.00018745148554444313","0.00018745148554444313","0.000046709606976946816","0.000046709606976946816","0.000046709606976946816"
"3920","0.000015400264601339586","0.000015400264601339586","0.000015400264601339586","0.00016124872490763664","0.00016124872490763664","0.00016124872490763664","0.00003563370410120115","0.00003563370410120115","0.00003563370410120115"
"3969","0.000014966301932872739","0.000014966301932872739","0.000014966301932872739","0.00013154371117707342","0.00013154371117707342","0.00013154371117707342","0.000036379307857714593","0.000036379307857714593","0.000036379307857714593"
"4018","0.000015743235053378157","0.000015743235053378157","0.000015743235053378157","0.00012759561650454998","0.00012759561650454998","0.00012759561650454998","0.000032063446269603446","0.000032063446269603446","0.000032063446269603446"
"4067","0.00001500708549428964","0.00001500708549428964","0.00001500708549428964","0.00012133912969147786","0.00012133912969147786","0.00012133912969147786","0.000028187620046082884","0.000028187620046082884","0.000028187620046082884"
"4116","0.000013664370271726511","0.000013664370271726511","0.000013664370271726511","0.00011239187006140128","0.00011239187006140128","0.00011239187006140128","0.000029581071430584416","0.000029581071430584416","0.000029581071430584416"
"4165","0.00001482035168010043","0.00001482035168010043","0.00001482035168010043","0.0001019326809910126","0.0001019326809910126","0.0001019326809910126","0.000027718049750546925","0.000027718049750546925","0.000027718049750546925"
"4214","0.00001396221705363132","0.00001396221705363132","0.00001396221705363132","0.0001048878111760132","0.0001048878111760132","0.0001048878111760132","0.00002419095835648477","0.00002419095835648477","0.00002419095835648477"
"4263","0.000013494814083969686","0.000013494814083969686","0.000013494814083969686","0.00010040723282145336","0.00010040723282145336","0.00010040723282145336","0.000025493007342447527","0.000025493007342447527","0.000025493007342447527"
"4312","0.000013957082956039812","0.000013957082956039812","0.000013957082956039812","0.00008747595711611211","0.00008747595711611211","0.00008747595711611211","0.00002334153941774275","0.00002334153941774275","0.00002334153941774275"
"4361","0.000013179787856643088","0.000013179787856643088","0.000013179787856643088","0.0000908324946067296","0.0000908324946067296","0.0000908324946067296","0.000026200090360362083","0.000026200090360362083","0.000026200090360362083"
"4410","0.000013198608030506875","0.000013198608030506875","0.000013198608030506875","0.00009828310430748388","0.00009828310430748388","0.00009828310430748388","0.000034156768379034474","0.000034156768379034474","0.000034156768379034474"
"4459","0.00001409706146660028","0.00001409706146660028","0.00001409706146660028","0.00009305791900260374","0.00009305791900260374","0.00009305791900260374","0.000025323288355139084","0.000025323288355139084","0.000025323288355139084"
"4508","0.000014875418855808675","0.000014875418855808675","0.000014875418855808675","0.00008878362859832123","0.00008878362859832123","0.00008878362859832123","0.000024897228286135942","0.000024897228286135942","0.000024897228286135942"
"4557","0.000013804464288114104","0.000013804464288114104","0.000013804464288114104","0.00008492814231431112","0.00008492814231431112","0.00008492814231431112","0.00002480080547684338","0.00002480080547684338","0.00002480080547684338"
"4606","0.00001412177243764745","0.00001412177243764745","0.00001412177243764745","0.00008945282024797052","0.00008945282024797052","0.00008945282024797052","0.000024197650418500416","0.000024197650418500416","0.000024197650418500416"
"4655","0.000014260834177548531","0.000014260834177548531","0.000014260834177548531","0.00008401523518841714","0.00008401523518841714","0.00008401523518841714","0.000023923472326714545","0.000023923472326714545","0.000023923472326714545"
"4704","0.000012894878636870999","0.000012894878636870999","0.000012894878636870999","0.0000851359945954755","0.0000851359945954755","0.0000851359945954755","0.000024383656636928208","0.000024383656636928208","0.000024383656636928208"
"4753","0.000013496844985638745","0.000013496844985638745","0.000013496844985638745","0.00008648953371448442","0.00008648953371448442","0.00008648953371448442","0.000023642091036890633","0.000023642091036890633","0.000023642091036890633"
"4802","0.000013303380910656415","0.000013303380910656415","0.000013303380910656415","0.00008397209603572264","0.00008397209603572264","0.00008397209603572264","0.000027353371478966437","0.000027353371478966437","0.000027353371478966437"
"4851","0.000012138021702412516","0.000012138021702412516","0.000012138021702412516","0.00008633774268673733","0.00008633774268673733","0.00008633774268673733","0.00002375646545260679","0.00002375646545260679","0.00002375646545260679"
"4900","0.000013455933185468893","0.000013455933185468893","0.000013455933185468893","0.00008724907820578665","0.00008724907820578665","0.00008724907820578665","0.000024977196517284028","0.000024977196517284028","0.000024977196517284028"