"Step","resnet-ep100-56-layers-max_lr-0.12 - train_loss","resnet-ep100-56-layers-max_lr-0.12 - train_loss__MIN","resnet-ep100-56-layers-max_lr-0.12 - train_loss__MAX","resnet-ep100-56-layers-max_lr-0.09 - train_loss","resnet-ep100-56-layers-max_lr-0.09 - train_loss__MIN","resnet-ep100-56-layers-max_lr-0.09 - train_loss__MAX","resnet-ep100-56-layers-max_lr-0.05 - train_loss","resnet-ep100-56-layers-max_lr-0.05 - train_loss__MIN","resnet-ep100-56-layers-max_lr-0.05 - train_loss__MAX","resnet-ep100-56-layers-no-data-augmentation - train_loss","resnet-ep100-56-layers-no-data-augmentation - train_loss__MIN","resnet-ep100-56-layers-no-data-augmentation - train_loss__MAX"
"49","2.668283224105835","2.668283224105835","2.668283224105835","2.6187784671783447","2.6187784671783447","2.6187784671783447","2.44386887550354","2.44386887550354","2.44386887550354","2.39052414894104","2.39052414894104","2.39052414894104"
"98","2.385854482650757","2.385854482650757","2.385854482650757","2.306948661804199","2.306948661804199","2.306948661804199","2.285626173019409","2.285626173019409","2.285626173019409","2.097952127456665","2.097952127456665","2.097952127456665"
"147","2.2447330951690674","2.2447330951690674","2.2447330951690674","2.2711968421936035","2.2711968421936035","2.2711968421936035","2.2648468017578125","2.2648468017578125","2.2648468017578125","1.7645409107208252","1.7645409107208252","1.7645409107208252"
"196","2.059730291366577","2.059730291366577","2.059730291366577","2.161623239517212","2.161623239517212","2.161623239517212","2.2727293968200684","2.2727293968200684","2.2727293968200684","1.5058107376098633","1.5058107376098633","1.5058107376098633"
"245","1.7732347249984741","1.7732347249984741","1.7732347249984741","1.8738222122192383","1.8738222122192383","1.8738222122192383","2.1791374683380127","2.1791374683380127","2.1791374683380127","1.2489745616912842","1.2489745616912842","1.2489745616912842"
"294","1.6234694719314575","1.6234694719314575","1.6234694719314575","1.6877497434616089","1.6877497434616089","1.6877497434616089","1.8450555801391602","1.8450555801391602","1.8450555801391602","1.029325246810913","1.029325246810913","1.029325246810913"
"343","1.4246858358383179","1.4246858358383179","1.4246858358383179","1.5455586910247803","1.5455586910247803","1.5455586910247803","1.5883514881134033","1.5883514881134033","1.5883514881134033","0.84564208984375","0.84564208984375","0.84564208984375"
"392","1.2767376899719238","1.2767376899719238","1.2767376899719238","1.3530774116516113","1.3530774116516113","1.3530774116516113","1.4273158311843872","1.4273158311843872","1.4273158311843872","0.7084911465644836","0.7084911465644836","0.7084911465644836"
"441","1.1169501543045044","1.1169501543045044","1.1169501543045044","1.1845812797546387","1.1845812797546387","1.1845812797546387","1.2779203653335571","1.2779203653335571","1.2779203653335571","0.6045325398445129","0.6045325398445129","0.6045325398445129"
"490","1.0075706243515015","1.0075706243515015","1.0075706243515015","1.0628504753112793","1.0628504753112793","1.0628504753112793","1.1718491315841675","1.1718491315841675","1.1718491315841675","0.5108221173286438","0.5108221173286438","0.5108221173286438"
"539","0.8891531229019165","0.8891531229019165","0.8891531229019165","0.9710979461669922","0.9710979461669922","0.9710979461669922","0.9601165652275085","0.9601165652275085","0.9601165652275085","0.43590787053108215","0.43590787053108215","0.43590787053108215"
"588","0.7929059863090515","0.7929059863090515","0.7929059863090515","0.8181823492050171","0.8181823492050171","0.8181823492050171","0.8359116315841675","0.8359116315841675","0.8359116315841675","0.39725518226623535","0.39725518226623535","0.39725518226623535"
"637","0.7426556944847107","0.7426556944847107","0.7426556944847107","0.6750594973564148","0.6750594973564148","0.6750594973564148","0.7538192868232727","0.7538192868232727","0.7538192868232727","0.3343013823032379","0.3343013823032379","0.3343013823032379"
"686","0.6228154301643372","0.6228154301643372","0.6228154301643372","0.5797566771507263","0.5797566771507263","0.5797566771507263","0.6711215376853943","0.6711215376853943","0.6711215376853943","0.287806898355484","0.287806898355484","0.287806898355484"
"735","0.5184104442596436","0.5184104442596436","0.5184104442596436","0.5013189911842346","0.5013189911842346","0.5013189911842346","0.5676640868186951","0.5676640868186951","0.5676640868186951","0.25866734981536865","0.25866734981536865","0.25866734981536865"
"784","0.45347410440444946","0.45347410440444946","0.45347410440444946","0.41291847825050354","0.41291847825050354","0.41291847825050354","0.4638516902923584","0.4638516902923584","0.4638516902923584","0.22224906086921692","0.22224906086921692","0.22224906086921692"
"833","0.3822140395641327","0.3822140395641327","0.3822140395641327","0.3686804473400116","0.3686804473400116","0.3686804473400116","0.39439648389816284","0.39439648389816284","0.39439648389816284","0.18695373833179474","0.18695373833179474","0.18695373833179474"
"882","0.3380962908267975","0.3380962908267975","0.3380962908267975","0.30123332142829895","0.30123332142829895","0.30123332142829895","0.34566015005111694","0.34566015005111694","0.34566015005111694","0.16163475811481476","0.16163475811481476","0.16163475811481476"
"931","0.28867417573928833","0.28867417573928833","0.28867417573928833","0.26714369654655457","0.26714369654655457","0.26714369654655457","0.29131436347961426","0.29131436347961426","0.29131436347961426","0.14421916007995605","0.14421916007995605","0.14421916007995605"
"980","0.24927298724651337","0.24927298724651337","0.24927298724651337","0.23113912343978882","0.23113912343978882","0.23113912343978882","0.252255380153656","0.252255380153656","0.252255380153656","0.12569287419319153","0.12569287419319153","0.12569287419319153"
"1029","0.22280648350715637","0.22280648350715637","0.22280648350715637","0.20209206640720367","0.20209206640720367","0.20209206640720367","0.21518608927726746","0.21518608927726746","0.21518608927726746","0.10910622030496597","0.10910622030496597","0.10910622030496597"
"1078","0.19588933885097504","0.19588933885097504","0.19588933885097504","0.1735144555568695","0.1735144555568695","0.1735144555568695","0.16876648366451263","0.16876648366451263","0.16876648366451263","0.0897926390171051","0.0897926390171051","0.0897926390171051"
"1127","0.18794049322605133","0.18794049322605133","0.18794049322605133","0.14531643688678741","0.14531643688678741","0.14531643688678741","0.1580638885498047","0.1580638885498047","0.1580638885498047","0.08560734242200851","0.08560734242200851","0.08560734242200851"
"1176","0.14804212749004364","0.14804212749004364","0.14804212749004364","0.13405334949493408","0.13405334949493408","0.13405334949493408","0.13057036697864532","0.13057036697864532","0.13057036697864532","0.07181201875209808","0.07181201875209808","0.07181201875209808"
"1225","0.14413835108280182","0.14413835108280182","0.14413835108280182","0.12418194115161896","0.12418194115161896","0.12418194115161896","0.10809072852134705","0.10809072852134705","0.10809072852134705","0.07340340316295624","0.07340340316295624","0.07340340316295624"
"1274","0.12562274932861328","0.12562274932861328","0.12562274932861328","0.11135690659284592","0.11135690659284592","0.11135690659284592","0.09925354272127151","0.09925354272127151","0.09925354272127151","0.05742974206805229","0.05742974206805229","0.05742974206805229"
"1323","0.11667220294475555","0.11667220294475555","0.11667220294475555","0.08838839083909988","0.08838839083909988","0.08838839083909988","0.08249204605817795","0.08249204605817795","0.08249204605817795","0.04805919900536537","0.04805919900536537","0.04805919900536537"
"1372","0.10579787939786911","0.10579787939786911","0.10579787939786911","0.07710281759500504","0.07710281759500504","0.07710281759500504","0.06723278015851974","0.06723278015851974","0.06723278015851974","0.04071745648980141","0.04071745648980141","0.04071745648980141"
"1421","0.08945182710886002","0.08945182710886002","0.08945182710886002","0.07695084810256958","0.07695084810256958","0.07695084810256958","0.07051538676023483","0.07051538676023483","0.07051538676023483","0.04232020303606987","0.04232020303606987","0.04232020303606987"
"1470","0.07151330262422562","0.07151330262422562","0.07151330262422562","0.07271325588226318","0.07271325588226318","0.07271325588226318","0.061409272253513336","0.061409272253513336","0.061409272253513336","0.04632342606782913","0.04632342606782913","0.04632342606782913"
"1519","0.08441296219825745","0.08441296219825745","0.08441296219825745","0.06303908675909042","0.06303908675909042","0.06303908675909042","0.04357147216796875","0.04357147216796875","0.04357147216796875","0.030885063111782074","0.030885063111782074","0.030885063111782074"
"1568","0.07173530012369156","0.07173530012369156","0.07173530012369156","0.05245400220155716","0.05245400220155716","0.05245400220155716","0.04362357407808304","0.04362357407808304","0.04362357407808304","0.021954786032438278","0.021954786032438278","0.021954786032438278"
"1617","0.06605233997106552","0.06605233997106552","0.06605233997106552","0.037140265107154846","0.037140265107154846","0.037140265107154846","0.039322447031736374","0.039322447031736374","0.039322447031736374","0.021334277465939522","0.021334277465939522","0.021334277465939522"
"1666","0.05424881353974342","0.05424881353974342","0.05424881353974342","0.05267806723713875","0.05267806723713875","0.05267806723713875","0.30136504769325256","0.30136504769325256","0.30136504769325256","0.031195197254419327","0.031195197254419327","0.031195197254419327"
"1715","0.048171207308769226","0.048171207308769226","0.048171207308769226","0.04737560823559761","0.04737560823559761","0.04737560823559761","0.16112661361694336","0.16112661361694336","0.16112661361694336","0.036231860518455505","0.036231860518455505","0.036231860518455505"
"1764","0.05590301379561424","0.05590301379561424","0.05590301379561424","0.0266330074518919","0.0266330074518919","0.0266330074518919","0.04830923303961754","0.04830923303961754","0.04830923303961754","0.025877587497234344","0.025877587497234344","0.025877587497234344"
"1813","0.049673400819301605","0.049673400819301605","0.049673400819301605","0.029305310919880867","0.029305310919880867","0.029305310919880867","0.021640563383698463","0.021640563383698463","0.021640563383698463","0.017974968999624252","0.017974968999624252","0.017974968999624252"
"1862","0.034693725407123566","0.034693725407123566","0.034693725407123566","0.03680010512471199","0.03680010512471199","0.03680010512471199","0.02341308258473873","0.02341308258473873","0.02341308258473873","0.010796714574098587","0.010796714574098587","0.010796714574098587"
"1911","0.033853717148303986","0.033853717148303986","0.033853717148303986","0.03618592396378517","0.03618592396378517","0.03618592396378517","0.02511637657880783","0.02511637657880783","0.02511637657880783","0.00991806760430336","0.00991806760430336","0.00991806760430336"
"1960","0.03278527408838272","0.03278527408838272","0.03278527408838272","0.025270363315939903","0.025270363315939903","0.025270363315939903","0.02618386782705784","0.02618386782705784","0.02618386782705784","0.015952719375491142","0.015952719375491142","0.015952719375491142"
"2009","0.02700457163155079","0.02700457163155079","0.02700457163155079","0.023537781089544296","0.023537781089544296","0.023537781089544296","0.016704585403203964","0.016704585403203964","0.016704585403203964","0.023581961169838905","0.023581961169838905","0.023581961169838905"
"2058","0.034909844398498535","0.034909844398498535","0.034909844398498535","0.029513422399759293","0.029513422399759293","0.029513422399759293","0.012522289529442787","0.012522289529442787","0.012522289529442787","0.017281806096434593","0.017281806096434593","0.017281806096434593"
"2107","0.046752236783504486","0.046752236783504486","0.046752236783504486","0.03307691216468811","0.03307691216468811","0.03307691216468811","0.015524134039878845","0.015524134039878845","0.015524134039878845","0.01060901302844286","0.01060901302844286","0.01060901302844286"
"2156","0.03584213927388191","0.03584213927388191","0.03584213927388191","0.02581886015832424","0.02581886015832424","0.02581886015832424","0.01983567513525486","0.01983567513525486","0.01983567513525486","0.004897181876003742","0.004897181876003742","0.004897181876003742"
"2205","0.020535139366984367","0.020535139366984367","0.020535139366984367","0.02407006360590458","0.02407006360590458","0.02407006360590458","0.025221945717930794","0.025221945717930794","0.025221945717930794","0.0031401156447827816","0.0031401156447827816","0.0031401156447827816"
"2254","0.021758925169706345","0.021758925169706345","0.021758925169706345","0.02055858075618744","0.02055858075618744","0.02055858075618744","0.01702463999390602","0.01702463999390602","0.01702463999390602","0.0071032107807695866","0.0071032107807695866","0.0071032107807695866"
"2303","0.019247177988290787","0.019247177988290787","0.019247177988290787","0.01712830737233162","0.01712830737233162","0.01712830737233162","0.014785598032176495","0.014785598032176495","0.014785598032176495","0.013944216072559357","0.013944216072559357","0.013944216072559357"
"2352","0.023230988532304764","0.023230988532304764","0.023230988532304764","0.016838904470205307","0.016838904470205307","0.016838904470205307","0.011133352294564247","0.011133352294564247","0.011133352294564247","0.018518604338169098","0.018518604338169098","0.018518604338169098"
"2401","0.02733995020389557","0.02733995020389557","0.02733995020389557","0.013124621473252773","0.013124621473252773","0.013124621473252773","0.008470459841191769","0.008470459841191769","0.008470459841191769","0.0168325062841177","0.0168325062841177","0.0168325062841177"
"2450","0.018032599240541458","0.018032599240541458","0.018032599240541458","0.010521394200623035","0.010521394200623035","0.010521394200623035","0.01198892667889595","0.01198892667889595","0.01198892667889595","0.009547660127282143","0.009547660127282143","0.009547660127282143"
"2499","0.01541510783135891","0.01541510783135891","0.01541510783135891","0.008600353263318539","0.008600353263318539","0.008600353263318539","0.00958966463804245","0.00958966463804245","0.00958966463804245","0.005086694844067097","0.005086694844067097","0.005086694844067097"
"2548","0.008416836149990559","0.008416836149990559","0.008416836149990559","0.012508715502917767","0.012508715502917767","0.012508715502917767","0.006962400395423174","0.006962400395423174","0.006962400395423174","0.003034136723726988","0.003034136723726988","0.003034136723726988"
"2597","0.008231167681515217","0.008231167681515217","0.008231167681515217","0.015783483162522316","0.015783483162522316","0.015783483162522316","0.006925978697836399","0.006925978697836399","0.006925978697836399","0.0014143814332783222","0.0014143814332783222","0.0014143814332783222"
"2646","0.00816408358514309","0.00816408358514309","0.00816408358514309","0.03135237842798233","0.03135237842798233","0.03135237842798233","0.007483850698918104","0.007483850698918104","0.007483850698918104","0.0006017761770635843","0.0006017761770635843","0.0006017761770635843"
"2695","0.006352094933390617","0.006352094933390617","0.006352094933390617","0.02404201775789261","0.02404201775789261","0.02404201775789261","0.004928194917738438","0.004928194917738438","0.004928194917738438","0.00010471947462065145","0.00010471947462065145","0.00010471947462065145"
"2744","0.013444953598082066","0.013444953598082066","0.013444953598082066","0.013160066679120064","0.013160066679120064","0.013160066679120064","0.002740684663876891","0.002740684663876891","0.002740684663876891","0.00003461845335550606","0.00003461845335550606","0.00003461845335550606"
"2793","0.016898425295948982","0.016898425295948982","0.016898425295948982","0.005804413463920355","0.005804413463920355","0.005804413463920355","0.0012194534065201879","0.0012194534065201879","0.0012194534065201879","0.00002423142177576665","0.00002423142177576665","0.00002423142177576665"
"2842","0.015161363407969475","0.015161363407969475","0.015161363407969475","0.0026885629631578922","0.0026885629631578922","0.0026885629631578922","0.0005052482592873275","0.0005052482592873275","0.0005052482592873275","0.000020113619029871188","0.000020113619029871188","0.000020113619029871188"
"2891","0.011012348346412182","0.011012348346412182","0.011012348346412182","0.0004608079034369439","0.0004608079034369439","0.0004608079034369439","0.0002317580656381324","0.0002317580656381324","0.0002317580656381324","0.000017037960788002238","0.000017037960788002238","0.000017037960788002238"
"2940","0.004691118840128183","0.004691118840128183","0.004691118840128183","0.0000729946987121366","0.0000729946987121366","0.0000729946987121366","0.00005552529910346493","0.00005552529910346493","0.00005552529910346493","0.000016162875908776186","0.000016162875908776186","0.000016162875908776186"
"2989","0.002543673850595951","0.002543673850595951","0.002543673850595951","0.000042435065552126616","0.000042435065552126616","0.000042435065552126616","0.000027791375032393262","0.000027791375032393262","0.000027791375032393262","0.000013903239050705452","0.000013903239050705452","0.000013903239050705452"
"3038","0.0009522824548184872","0.0009522824548184872","0.0009522824548184872","0.00003270803426858038","0.00003270803426858038","0.00003270803426858038","0.000023967158995219506","0.000023967158995219506","0.000023967158995219506","0.000011610211913648527","0.000011610211913648527","0.000011610211913648527"
"3087","0.00030600279569625854","0.00030600279569625854","0.00030600279569625854","0.000027666272217174992","0.000027666272217174992","0.000027666272217174992","0.00002062078783637844","0.00002062078783637844","0.00002062078783637844","0.000011781867215177044","0.000011781867215177044","0.000011781867215177044"
"3136","0.00008558807894587517","0.00008558807894587517","0.00008558807894587517","0.000024037586626945995","0.000024037586626945995","0.000024037586626945995","0.000018023849406745285","0.000018023849406745285","0.000018023849406745285","0.00001059761689248262","0.00001059761689248262","0.00001059761689248262"
"3185","0.000030898259865352884","0.000030898259865352884","0.000030898259865352884","0.000022017646188032813","0.000022017646188032813","0.000022017646188032813","0.00001551261084387079","0.00001551261084387079","0.00001551261084387079","0.000009676334229880013","0.000009676334229880013","0.000009676334229880013"
"3234","0.000021152918634470552","0.000021152918634470552","0.000021152918634470552","0.00002022402622969821","0.00002022402622969821","0.00002022402622969821","0.000015692772649344988","0.000015692772649344988","0.000015692772649344988","0.000009303015758632682","0.000009303015758632682","0.000009303015758632682"
"3283","0.000021155536160222255","0.000021155536160222255","0.000021155536160222255","0.000018858741896110587","0.000018858741896110587","0.000018858741896110587","0.000013602448234451003","0.000013602448234451003","0.000013602448234451003","0.000007699717571085785","0.000007699717571085785","0.000007699717571085785"
"3332","0.00001656399581406731","0.00001656399581406731","0.00001656399581406731","0.00001730047370074317","0.00001730047370074317","0.00001730047370074317","0.000012782993508153595","0.000012782993508153595","0.000012782993508153595","0.0000073110818448185455","0.0000073110818448185455","0.0000073110818448185455"
"3381","0.000015751220416859724","0.000015751220416859724","0.000015751220416859724","0.00001612571213627234","0.00001612571213627234","0.00001612571213627234","0.000012109851923014503","0.000012109851923014503","0.000012109851923014503","0.000007528220066888025","0.000007528220066888025","0.000007528220066888025"
"3430","0.000014724343600391876","0.000014724343600391876","0.000014724343600391876","0.000015577646991005167","0.000015577646991005167","0.000015577646991005167","0.000010895548257394694","0.000010895548257394694","0.000010895548257394694","0.000006793894499423914","0.000006793894499423914","0.000006793894499423914"
"3479","0.000014099549844104331","0.000014099549844104331","0.000014099549844104331","0.000014282609299698379","0.000014282609299698379","0.000014282609299698379","0.000011589689165703021","0.000011589689165703021","0.000011589689165703021","0.000006226250206964323","0.000006226250206964323","0.000006226250206964323"
"3528","0.000011619358701864257","0.000011619358701864257","0.000011619358701864257","0.000013974416106066201","0.000013974416106066201","0.000013974416106066201","0.000011072234883613419","0.000011072234883613419","0.000011072234883613419","0.000006242229119379772","0.000006242229119379772","0.000006242229119379772"
"3577","0.000011837576494144741","0.000011837576494144741","0.000011837576494144741","0.000012927810530527495","0.000012927810530527495","0.000012927810530527495","0.000010643454515957274","0.000010643454515957274","0.000010643454515957274","0.000005859611064806813","0.000005859611064806813","0.000005859611064806813"
"3626","0.000010814972483785823","0.000010814972483785823","0.000010814972483785823","0.0000132979866975802","0.0000132979866975802","0.0000132979866975802","0.000010407788977317978","0.000010407788977317978","0.000010407788977317978","0.000006005095201544464","0.000006005095201544464","0.000006005095201544464"
"3675","0.000010666912203305401","0.000010666912203305401","0.000010666912203305401","0.0000121898765428341","0.0000121898765428341","0.0000121898765428341","0.000009179056178254541","0.000009179056178254541","0.000009179056178254541","0.00000561858087166911","0.00000561858087166911","0.00000561858087166911"
"3724","0.00001098893062589923","0.00001098893062589923","0.00001098893062589923","0.0000117331101137097","0.0000117331101137097","0.0000117331101137097","0.000009518725164525677","0.000009518725164525677","0.000009518725164525677","0.000005328195129550295","0.000005328195129550295","0.000005328195129550295"
"3773","0.000009449055141885765","0.000009449055141885765","0.000009449055141885765","0.000011752694263122976","0.000011752694263122976","0.000011752694263122976","0.000008638730832899455","0.000008638730832899455","0.000008638730832899455","0.000005428499662230024","0.000005428499662230024","0.000005428499662230024"
"3822","0.00001019143655867083","0.00001019143655867083","0.00001019143655867083","0.000011482936315587722","0.000011482936315587722","0.000011482936315587722","0.000008537932444596663","0.000008537932444596663","0.000008537932444596663","0.0000051015640565310605","0.0000051015640565310605","0.0000051015640565310605"
"3871","0.000008790246283751912","0.000008790246283751912","0.000008790246283751912","0.000011012358299922198","0.000011012358299922198","0.000011012358299922198","0.000008043432899285108","0.000008043432899285108","0.000008043432899285108","0.000005331314241630025","0.000005331314241630025","0.000005331314241630025"
"3920","0.00000876843296282459","0.00000876843296282459","0.00000876843296282459","0.000011090076441178098","0.000011090076441178098","0.000011090076441178098","0.000008116021490423009","0.000008116021490423009","0.000008116021490423009","0.00000469093583888025","0.00000469093583888025","0.00000469093583888025"
"3969","0.00000852329048939282","0.00000852329048939282","0.00000852329048939282","0.000010413599738967605","0.000010413599738967605","0.000010413599738967605","0.000007983592695381958","0.000007983592695381958","0.000007983592695381958","0.00000462869957118528","0.00000462869957118528","0.00000462869957118528"
"4018","0.000008242150215664878","0.000008242150215664878","0.000008242150215664878","0.000010273469342791941","0.000010273469342791941","0.000010273469342791941","0.000007788425136823207","0.000007788425136823207","0.000007788425136823207","0.000004981679467164213","0.000004981679467164213","0.000004981679467164213"
"4067","0.000008326036549988203","0.000008326036549988203","0.000008326036549988203","0.000010037579158961307","0.000010037579158961307","0.000010037579158961307","0.000008105740562314168","0.000008105740562314168","0.000008105740562314168","0.000004417680429469328","0.000004417680429469328","0.000004417680429469328"
"4116","0.000008357314072782174","0.000008357314072782174","0.000008357314072782174","0.000009685416443971917","0.000009685416443971917","0.000009685416443971917","0.000007467667273886036","0.000007467667273886036","0.000007467667273886036","0.000004243720468366519","0.000004243720468366519","0.000004243720468366519"
"4165","0.000008131173672154546","0.000008131173672154546","0.000008131173672154546","0.000010119399121322203","0.000010119399121322203","0.000010119399121322203","0.000006938527803868055","0.000006938527803868055","0.000006938527803868055","0.000004428120064403629","0.000004428120064403629","0.000004428120064403629"
"4214","0.000007080388058966491","0.000007080388058966491","0.000007080388058966491","0.000009953520930139348","0.000009953520930139348","0.000009953520930139348","0.000007152535999921383","0.000007152535999921383","0.000007152535999921383","0.000004299008196539944","0.000004299008196539944","0.000004299008196539944"
"4263","0.000007523018666688586","0.000007523018666688586","0.000007523018666688586","0.000009623863661545329","0.000009623863661545329","0.000009623863661545329","0.00000741893018130213","0.00000741893018130213","0.00000741893018130213","0.000004207441179460147","0.000004207441179460147","0.000004207441179460147"
"4312","0.000007522108262492111","0.000007522108262492111","0.000007522108262492111","0.000009669374776422046","0.000009669374776422046","0.000009669374776422046","0.000007036031547613675","0.000007036031547613675","0.000007036031547613675","0.000004138668828090886","0.000004138668828090886","0.000004138668828090886"
"4361","0.000007171683591877809","0.000007171683591877809","0.000007171683591877809","0.000009644661986385472","0.000009644661986385472","0.000009644661986385472","0.000007038494459266076","0.000007038494459266076","0.000007038494459266076","0.000004022766916023102","0.000004022766916023102","0.000004022766916023102"
"4410","0.000007360702056757873","0.000007360702056757873","0.000007360702056757873","0.000009534536729915999","0.000009534536729915999","0.000009534536729915999","0.000007805488166923169","0.000007805488166923169","0.000007805488166923169","0.000004035222445963882","0.000004035222445963882","0.000004035222445963882"
"4459","0.000007794561497576069","0.000007794561497576069","0.000007794561497576069","0.000009261119885195512","0.000009261119885195512","0.000009261119885195512","0.0000068142303462082054","0.0000068142303462082054","0.0000068142303462082054","0.000003849530457955552","0.000003849530457955552","0.000003849530457955552"
"4508","0.0000070470737227879","0.0000070470737227879","0.0000070470737227879","0.000009493700417806394","0.000009493700417806394","0.000009493700417806394","0.000007119165729818633","0.000007119165729818633","0.000007119165729818633","0.000004409359007695457","0.000004409359007695457","0.000004409359007695457"
"4557","0.000007226363322843099","0.000007226363322843099","0.000007226363322843099","0.000009081473763217218","0.000009081473763217218","0.000009081473763217218","0.000006853527338535059","0.000006853527338535059","0.000006853527338535059","0.000003934423602913739","0.000003934423602913739","0.000003934423602913739"
"4606","0.000007494124474760611","0.000007494124474760611","0.000007494124474760611","0.000009430209502170328","0.000009430209502170328","0.000009430209502170328","0.000008452124347968493","0.000008452124347968493","0.000008452124347968493","0.0000041415692066948395","0.0000041415692066948395","0.0000041415692066948395"
"4655","0.000007387712230411125","0.000007387712230411125","0.000007387712230411125","0.00000919656395126367","0.00000919656395126367","0.00000919656395126367","0.0000073162286753358785","0.0000073162286753358785","0.0000073162286753358785","0.000004211409304843983","0.000004211409304843983","0.000004211409304843983"
"4704","0.000007231091331050266","0.000007231091331050266","0.000007231091331050266","0.000008948241884354502","0.000008948241884354502","0.000008948241884354502","0.000006658740858256351","0.000006658740858256351","0.000006658740858256351","0.000003874137746606721","0.000003874137746606721","0.000003874137746606721"
"4753","0.00000688992940922617","0.00000688992940922617","0.00000688992940922617","0.000009485657756158616","0.000009485657756158616","0.000009485657756158616","0.000007111478225851897","0.000007111478225851897","0.000007111478225851897","0.0000038056061839597533","0.0000038056061839597533","0.0000038056061839597533"
"4802","0.000007546008873760002","0.000007546008873760002","0.000007546008873760002","0.00000876353351486614","0.00000876353351486614","0.00000876353351486614","0.0000068680933509313036","0.0000068680933509313036","0.0000068680933509313036","0.000004213827196508646","0.000004213827196508646","0.000004213827196508646"
"4851","0.000006897513230796903","0.000006897513230796903","0.000006897513230796903","0.000009131893420999404","0.000009131893420999404","0.000009131893420999404","0.000006997905529715354","0.000006997905529715354","0.000006997905529715354","0.000003951404323743191","0.000003951404323743191","0.000003951404323743191"
"4900","0.000006705647138005588","0.000006705647138005588","0.000006705647138005588","0.00000967149571806658","0.00000967149571806658","0.00000967149571806658","0.000007225920398923336","0.000007225920398923336","0.000007225920398923336","0.000004286357125238283","0.000004286357125238283","0.000004286357125238283"