"Step","resnet-ep100-56-layers-data-augmentation-correct - train_loss","resnet-ep100-56-layers-data-augmentation-correct - train_loss__MIN","resnet-ep100-56-layers-data-augmentation-correct - train_loss__MAX","resnet-ep100-32-layers-data-augmentation-correct - train_loss","resnet-ep100-32-layers-data-augmentation-correct - train_loss__MIN","resnet-ep100-32-layers-data-augmentation-correct - train_loss__MAX","resnet-ep100-20-layers-data-augmentation-correct - train_loss","resnet-ep100-20-layers-data-augmentation-correct - train_loss__MIN","resnet-ep100-20-layers-data-augmentation-correct - train_loss__MAX"
"49","2.4725241661071777","2.4725241661071777","2.4725241661071777","1.8701202869415283","1.8701202869415283","1.8701202869415283","1.6781429052352905","1.6781429052352905","1.6781429052352905"
"98","1.9100189208984375","1.9100189208984375","1.9100189208984375","1.331635594367981","1.331635594367981","1.331635594367981","1.206976056098938","1.206976056098938","1.206976056098938"
"147","1.5574012994766235","1.5574012994766235","1.5574012994766235","1.0663880109786987","1.0663880109786987","1.0663880109786987","0.9646536707878113","0.9646536707878113","0.9646536707878113"
"196","1.2935307025909424","1.2935307025909424","1.2935307025909424","0.8871236443519592","0.8871236443519592","0.8871236443519592","0.833432137966156","0.833432137966156","0.833432137966156"
"245","1.0979446172714233","1.0979446172714233","1.0979446172714233","0.7588381767272949","0.7588381767272949","0.7588381767272949","0.7089688777923584","0.7089688777923584","0.7089688777923584"
"294","0.9390270113945007","0.9390270113945007","0.9390270113945007","0.6554170846939087","0.6554170846939087","0.6554170846939087","0.6097310185432434","0.6097310185432434","0.6097310185432434"
"343","0.8166934251785278","0.8166934251785278","0.8166934251785278","0.565830409526825","0.565830409526825","0.565830409526825","0.5368626117706299","0.5368626117706299","0.5368626117706299"
"392","0.7232035398483276","0.7232035398483276","0.7232035398483276","0.5003675222396851","0.5003675222396851","0.5003675222396851","0.4945743978023529","0.4945743978023529","0.4945743978023529"
"441","0.645113468170166","0.645113468170166","0.645113468170166","0.47511374950408936","0.47511374950408936","0.47511374950408936","0.4428398609161377","0.4428398609161377","0.4428398609161377"
"490","0.5860347747802734","0.5860347747802734","0.5860347747802734","0.43521028757095337","0.43521028757095337","0.43521028757095337","0.4095213711261749","0.4095213711261749","0.4095213711261749"
"539","0.5172224044799805","0.5172224044799805","0.5172224044799805","0.39643943309783936","0.39643943309783936","0.39643943309783936","0.383655846118927","0.383655846118927","0.383655846118927"
"588","0.4690469801425934","0.4690469801425934","0.4690469801425934","0.36856845021247864","0.36856845021247864","0.36856845021247864","0.3635435104370117","0.3635435104370117","0.3635435104370117"
"637","0.4295090138912201","0.4295090138912201","0.4295090138912201","0.3486289978027344","0.3486289978027344","0.3486289978027344","0.3329388201236725","0.3329388201236725","0.3329388201236725"
"686","0.3956381678581238","0.3956381678581238","0.3956381678581238","0.32927507162094116","0.32927507162094116","0.32927507162094116","0.3167560398578644","0.3167560398578644","0.3167560398578644"
"735","0.3680737018585205","0.3680737018585205","0.3680737018585205","0.30266380310058594","0.30266380310058594","0.30266380310058594","0.3032122552394867","0.3032122552394867","0.3032122552394867"
"784","0.3411920964717865","0.3411920964717865","0.3411920964717865","0.28141266107559204","0.28141266107559204","0.28141266107559204","0.2809354364871979","0.2809354364871979","0.2809354364871979"
"833","0.32174625992774963","0.32174625992774963","0.32174625992774963","0.26770684123039246","0.26770684123039246","0.26770684123039246","0.2560039460659027","0.2560039460659027","0.2560039460659027"
"882","0.306580126285553","0.306580126285553","0.306580126285553","0.2551039159297943","0.2551039159297943","0.2551039159297943","0.25204187631607056","0.25204187631607056","0.25204187631607056"
"931","0.2780095338821411","0.2780095338821411","0.2780095338821411","0.2377922236919403","0.2377922236919403","0.2377922236919403","0.2330859750509262","0.2330859750509262","0.2330859750509262"
"980","0.256273478269577","0.256273478269577","0.256273478269577","0.2261829525232315","0.2261829525232315","0.2261829525232315","0.21218395233154297","0.21218395233154297","0.21218395233154297"
"1029","0.2451741248369217","0.2451741248369217","0.2451741248369217","0.21072198450565338","0.21072198450565338","0.21072198450565338","0.20823517441749573","0.20823517441749573","0.20823517441749573"
"1078","0.2366519570350647","0.2366519570350647","0.2366519570350647","0.2009536772966385","0.2009536772966385","0.2009536772966385","0.190756157040596","0.190756157040596","0.190756157040596"
"1127","0.2197410613298416","0.2197410613298416","0.2197410613298416","0.18634021282196045","0.18634021282196045","0.18634021282196045","0.18014083802700043","0.18014083802700043","0.18014083802700043"
"1176","0.20499509572982788","0.20499509572982788","0.20499509572982788","0.17566321790218353","0.17566321790218353","0.17566321790218353","0.17388136684894562","0.17388136684894562","0.17388136684894562"
"1225","0.18426936864852905","0.18426936864852905","0.18426936864852905","0.17379780113697052","0.17379780113697052","0.17379780113697052","0.15210342407226562","0.15210342407226562","0.15210342407226562"
"1274","0.18074804544448853","0.18074804544448853","0.18074804544448853","0.1557847559452057","0.1557847559452057","0.1557847559452057","0.15891702473163605","0.15891702473163605","0.15891702473163605"
"1323","0.15837262570858002","0.15837262570858002","0.15837262570858002","0.14449560642242432","0.14449560642242432","0.14449560642242432","0.13720354437828064","0.13720354437828064","0.13720354437828064"
"1372","0.1529550850391388","0.1529550850391388","0.1529550850391388","0.14046140015125275","0.14046140015125275","0.14046140015125275","0.12748587131500244","0.12748587131500244","0.12748587131500244"
"1421","0.14587748050689697","0.14587748050689697","0.14587748050689697","0.12116102874279022","0.12116102874279022","0.12116102874279022","0.1252335160970688","0.1252335160970688","0.1252335160970688"
"1470","0.13046695291996002","0.13046695291996002","0.13046695291996002","0.1185922920703888","0.1185922920703888","0.1185922920703888","0.11535730957984924","0.11535730957984924","0.11535730957984924"
"1519","0.1250755786895752","0.1250755786895752","0.1250755786895752","0.1077057346701622","0.1077057346701622","0.1077057346701622","0.10458855330944061","0.10458855330944061","0.10458855330944061"
"1568","0.11409198492765427","0.11409198492765427","0.11409198492765427","0.10149739682674408","0.10149739682674408","0.10149739682674408","0.09494619071483612","0.09494619071483612","0.09494619071483612"
"1617","0.10820253938436508","0.10820253938436508","0.10820253938436508","0.09748541563749313","0.09748541563749313","0.09748541563749313","0.08616313338279724","0.08616313338279724","0.08616313338279724"
"1666","0.10132940858602524","0.10132940858602524","0.10132940858602524","0.0814211517572403","0.0814211517572403","0.0814211517572403","0.08659814298152924","0.08659814298152924","0.08659814298152924"
"1715","0.0926680639386177","0.0926680639386177","0.0926680639386177","0.08374395221471786","0.08374395221471786","0.08374395221471786","0.0856548622250557","0.0856548622250557","0.0856548622250557"
"1764","0.08830897510051727","0.08830897510051727","0.08830897510051727","0.08054721355438232","0.08054721355438232","0.08054721355438232","0.07304426282644272","0.07304426282644272","0.07304426282644272"
"1813","0.08202661573886871","0.08202661573886871","0.08202661573886871","0.0721677839756012","0.0721677839756012","0.0721677839756012","0.06298314034938812","0.06298314034938812","0.06298314034938812"
"1862","0.07781735062599182","0.07781735062599182","0.07781735062599182","0.0658850446343422","0.0658850446343422","0.0658850446343422","0.0668858140707016","0.0668858140707016","0.0668858140707016"
"1911","0.0714615136384964","0.0714615136384964","0.0714615136384964","0.06512830406427383","0.06512830406427383","0.06512830406427383","0.05468834936618805","0.05468834936618805","0.05468834936618805"
"1960","0.06241433694958687","0.06241433694958687","0.06241433694958687","0.05839754641056061","0.05839754641056061","0.05839754641056061","0.05760398507118225","0.05760398507118225","0.05760398507118225"
"2009","0.06030289828777313","0.06030289828777313","0.06030289828777313","0.05131698027253151","0.05131698027253151","0.05131698027253151","0.056288935244083405","0.056288935244083405","0.056288935244083405"
"2058","0.06296035647392273","0.06296035647392273","0.06296035647392273","0.06020164489746094","0.06020164489746094","0.06020164489746094","0.0476502925157547","0.0476502925157547","0.0476502925157547"
"2107","0.05645490437746048","0.05645490437746048","0.05645490437746048","0.054156117141246796","0.054156117141246796","0.054156117141246796","0.04635785520076752","0.04635785520076752","0.04635785520076752"
"2156","0.05183585733175278","0.05183585733175278","0.05183585733175278","0.045218292623758316","0.045218292623758316","0.045218292623758316","0.04437599331140518","0.04437599331140518","0.04437599331140518"
"2205","0.046376220881938934","0.046376220881938934","0.046376220881938934","0.043341152369976044","0.043341152369976044","0.043341152369976044","0.04400927945971489","0.04400927945971489","0.04400927945971489"
"2254","0.043003421276807785","0.043003421276807785","0.043003421276807785","0.04229656606912613","0.04229656606912613","0.04229656606912613","0.04109327867627144","0.04109327867627144","0.04109327867627144"
"2303","0.04509197920560837","0.04509197920560837","0.04509197920560837","0.040802471339702606","0.040802471339702606","0.040802471339702606","0.03869318962097168","0.03869318962097168","0.03869318962097168"
"2352","0.03886789456009865","0.03886789456009865","0.03886789456009865","0.04022107273340225","0.04022107273340225","0.04022107273340225","0.037205763161182404","0.037205763161182404","0.037205763161182404"
"2401","0.03287580609321594","0.03287580609321594","0.03287580609321594","0.03829076513648033","0.03829076513648033","0.03829076513648033","0.03681965544819832","0.03681965544819832","0.03681965544819832"
"2450","0.035387635231018066","0.035387635231018066","0.035387635231018066","0.034394267946481705","0.034394267946481705","0.034394267946481705","0.032685063779354095","0.032685063779354095","0.032685063779354095"
"2499","0.03858014941215515","0.03858014941215515","0.03858014941215515","0.027899283915758133","0.027899283915758133","0.027899283915758133","0.027256188914179802","0.027256188914179802","0.027256188914179802"
"2548","0.03281167149543762","0.03281167149543762","0.03281167149543762","0.029540184885263443","0.029540184885263443","0.029540184885263443","0.025689812377095222","0.025689812377095222","0.025689812377095222"
"2597","0.028255170211195946","0.028255170211195946","0.028255170211195946","0.024792388081550598","0.024792388081550598","0.024792388081550598","0.025151962414383888","0.025151962414383888","0.025151962414383888"
"2646","0.02502661570906639","0.02502661570906639","0.02502661570906639","0.026034491136670113","0.026034491136670113","0.026034491136670113","0.028192736208438873","0.028192736208438873","0.028192736208438873"
"2695","0.021718058735132217","0.021718058735132217","0.021718058735132217","0.021417545154690742","0.021417545154690742","0.021417545154690742","0.028292834758758545","0.028292834758758545","0.028292834758758545"
"2744","0.023158837109804153","0.023158837109804153","0.023158837109804153","0.024716829881072044","0.024716829881072044","0.024716829881072044","0.02522560954093933","0.02522560954093933","0.02522560954093933"
"2793","0.02438279055058956","0.02438279055058956","0.02438279055058956","0.0204340647906065","0.0204340647906065","0.0204340647906065","0.018410738557577133","0.018410738557577133","0.018410738557577133"
"2842","0.020505527034401894","0.020505527034401894","0.020505527034401894","0.01615339331328869","0.01615339331328869","0.01615339331328869","0.015262369997799397","0.015262369997799397","0.015262369997799397"
"2891","0.020481372252106667","0.020481372252106667","0.020481372252106667","0.018071549013257027","0.018071549013257027","0.018071549013257027","0.015247590839862823","0.015247590839862823","0.015247590839862823"
"2940","0.017109880223870277","0.017109880223870277","0.017109880223870277","0.01684192195534706","0.01684192195534706","0.01684192195534706","0.016452696174383163","0.016452696174383163","0.016452696174383163"
"2989","0.01726369932293892","0.01726369932293892","0.01726369932293892","0.014476749114692211","0.014476749114692211","0.014476749114692211","0.013112598098814487","0.013112598098814487","0.013112598098814487"
"3038","0.017630960792303085","0.017630960792303085","0.017630960792303085","0.01672564260661602","0.01672564260661602","0.01672564260661602","0.013199040666222572","0.013199040666222572","0.013199040666222572"
"3087","0.014971141703426838","0.014971141703426838","0.014971141703426838","0.01543892826884985","0.01543892826884985","0.01543892826884985","0.011607722379267216","0.011607722379267216","0.011607722379267216"
"3136","0.012416156008839607","0.012416156008839607","0.012416156008839607","0.013462851755321026","0.013462851755321026","0.013462851755321026","0.011229087598621845","0.011229087598621845","0.011229087598621845"
"3185","0.008630763739347458","0.008630763739347458","0.008630763739347458","0.010778402909636497","0.010778402909636497","0.010778402909636497","0.011492686346173286","0.011492686346173286","0.011492686346173286"
"3234","0.009531108662486076","0.009531108662486076","0.009531108662486076","0.00839716475456953","0.00839716475456953","0.00839716475456953","0.010769820772111416","0.010769820772111416","0.010769820772111416"
"3283","0.008602001704275608","0.008602001704275608","0.008602001704275608","0.007399314548820257","0.007399314548820257","0.007399314548820257","0.0068298992700874805","0.0068298992700874805","0.0068298992700874805"
"3332","0.006502813659608364","0.006502813659608364","0.006502813659608364","0.00828765332698822","0.00828765332698822","0.00828765332698822","0.007997776381671429","0.007997776381671429","0.007997776381671429"
"3381","0.007554580923169851","0.007554580923169851","0.007554580923169851","0.005414044484496117","0.005414044484496117","0.005414044484496117","0.006843502167612314","0.006843502167612314","0.006843502167612314"
"3430","0.006088670343160629","0.006088670343160629","0.006088670343160629","0.004566167015582323","0.004566167015582323","0.004566167015582323","0.005303103011101484","0.005303103011101484","0.005303103011101484"
"3479","0.00575903058052063","0.00575903058052063","0.00575903058052063","0.00482123764231801","0.00482123764231801","0.00482123764231801","0.005445428658276796","0.005445428658276796","0.005445428658276796"
"3528","0.004911202006042004","0.004911202006042004","0.004911202006042004","0.003495479002594948","0.003495479002594948","0.003495479002594948","0.0035591665655374527","0.0035591665655374527","0.0035591665655374527"
"3577","0.004179731011390686","0.004179731011390686","0.004179731011390686","0.0033304253593087196","0.0033304253593087196","0.0033304253593087196","0.002954872790724039","0.002954872790724039","0.002954872790724039"
"3626","0.004435722250491381","0.004435722250491381","0.004435722250491381","0.0032316658180207014","0.0032316658180207014","0.0032316658180207014","0.0022546006366610527","0.0022546006366610527","0.0022546006366610527"
"3675","0.0031780062709003687","0.0031780062709003687","0.0031780062709003687","0.0022917611058801413","0.0022917611058801413","0.0022917611058801413","0.002011778997257352","0.002011778997257352","0.002011778997257352"
"3724","0.002925955457612872","0.002925955457612872","0.002925955457612872","0.0025432645343244076","0.0025432645343244076","0.0025432645343244076","0.0018507596105337143","0.0018507596105337143","0.0018507596105337143"
"3773","0.002103524748235941","0.002103524748235941","0.002103524748235941","0.0017065112479031086","0.0017065112479031086","0.0017065112479031086","0.0015666434774175286","0.0015666434774175286","0.0015666434774175286"
"3822","0.0014636024134233594","0.0014636024134233594","0.0014636024134233594","0.001499201520346105","0.001499201520346105","0.001499201520346105","0.0012449452187865973","0.0012449452187865973","0.0012449452187865973"
"3871","0.0014175644610077143","0.0014175644610077143","0.0014175644610077143","0.0012981046456843615","0.0012981046456843615","0.0012981046456843615","0.0011187450727447867","0.0011187450727447867","0.0011187450727447867"
"3920","0.0013984061079099774","0.0013984061079099774","0.0013984061079099774","0.0009945655474439263","0.0009945655474439263","0.0009945655474439263","0.000983720412477851","0.000983720412477851","0.000983720412477851"
"3969","0.0010431231930851936","0.0010431231930851936","0.0010431231930851936","0.0008007512660697103","0.0008007512660697103","0.0008007512660697103","0.001098737004213035","0.001098737004213035","0.001098737004213035"
"4018","0.0009288395522162318","0.0009288395522162318","0.0009288395522162318","0.0005459184176288545","0.0005459184176288545","0.0005459184176288545","0.0006399720441550016","0.0006399720441550016","0.0006399720441550016"
"4067","0.0007370227249339223","0.0007370227249339223","0.0007370227249339223","0.0004660027043428272","0.0004660027043428272","0.0004660027043428272","0.0006751411710865796","0.0006751411710865796","0.0006751411710865796"
"4116","0.0006537692970596254","0.0006537692970596254","0.0006537692970596254","0.0004329580988269299","0.0004329580988269299","0.0004329580988269299","0.0006218089256435633","0.0006218089256435633","0.0006218089256435633"
"4165","0.0004913270240649581","0.0004913270240649581","0.0004913270240649581","0.0005185235058888793","0.0005185235058888793","0.0005185235058888793","0.00047786824870854616","0.00047786824870854616","0.00047786824870854616"
"4214","0.0004995630006305873","0.0004995630006305873","0.0004995630006305873","0.0005184519686736166","0.0005184519686736166","0.0005184519686736166","0.0003831223875749856","0.0003831223875749856","0.0003831223875749856"
"4263","0.0005089223268441856","0.0005089223268441856","0.0005089223268441856","0.0005188117502257228","0.0005188117502257228","0.0005188117502257228","0.0003949688689317554","0.0003949688689317554","0.0003949688689317554"
"4312","0.0002805387193802744","0.0002805387193802744","0.0002805387193802744","0.0004044634406454861","0.0004044634406454861","0.0004044634406454861","0.0005099019617773592","0.0005099019617773592","0.0005099019617773592"
"4361","0.00037627475103363395","0.00037627475103363395","0.00037627475103363395","0.0003828832705039531","0.0003828832705039531","0.0003828832705039531","0.0003484963090158999","0.0003484963090158999","0.0003484963090158999"
"4410","0.00039546817424707115","0.00039546817424707115","0.00039546817424707115","0.00032549950992688537","0.00032549950992688537","0.00032549950992688537","0.00031775678507983685","0.00031775678507983685","0.00031775678507983685"
"4459","0.0004150599706918001","0.0004150599706918001","0.0004150599706918001","0.0005848876899108291","0.0005848876899108291","0.0005848876899108291","0.00023925515415612608","0.00023925515415612608","0.00023925515415612608"
"4508","0.0002831550082191825","0.0002831550082191825","0.0002831550082191825","0.00021753554756287485","0.00021753554756287485","0.00021753554756287485","0.00025960904895327985","0.00025960904895327985","0.00025960904895327985"
"4557","0.00023005598632153124","0.00023005598632153124","0.00023005598632153124","0.00026152958162128925","0.00026152958162128925","0.00026152958162128925","0.0002568807394709438","0.0002568807394709438","0.0002568807394709438"
"4606","0.000302750151604414","0.000302750151604414","0.000302750151604414","0.0003555671719368547","0.0003555671719368547","0.0003555671719368547","0.00022427566000260413","0.00022427566000260413","0.00022427566000260413"
"4655","0.0001838191383285448","0.0001838191383285448","0.0001838191383285448","0.0002991384535562247","0.0002991384535562247","0.0002991384535562247","0.0003367192985024303","0.0003367192985024303","0.0003367192985024303"
"4704","0.000221970010898076","0.000221970010898076","0.000221970010898076","0.00017070546164177358","0.00017070546164177358","0.00017070546164177358","0.0003506999637465924","0.0003506999637465924","0.0003506999637465924"
"4753","0.0002324694796698168","0.0002324694796698168","0.0002324694796698168","0.0001945997792063281","0.0001945997792063281","0.0001945997792063281","0.000308647082420066","0.000308647082420066","0.000308647082420066"
"4802","0.00020098402455914766","0.00020098402455914766","0.00020098402455914766","0.0002686820807866752","0.0002686820807866752","0.0002686820807866752","0.0002097259130096063","0.0002097259130096063","0.0002097259130096063"
"4851","0.00021813269995618612","0.00021813269995618612","0.00021813269995618612","0.00029221634031273425","0.00029221634031273425","0.00029221634031273425","0.00027618565945886075","0.00027618565945886075","0.00027618565945886075"
"4900","0.00028088080580346286","0.00028088080580346286","0.00028088080580346286","0.0002538506523706019","0.0002538506523706019","0.0002538506523706019","0.00018359239038545638","0.00018359239038545638","0.00018359239038545638"