"Step","resnet-ep100-32-layers-max_lr-0.12 - train_loss","resnet-ep100-32-layers-max_lr-0.12 - train_loss__MIN","resnet-ep100-32-layers-max_lr-0.12 - train_loss__MAX","resnet-ep100-32-layers-max_lr-0.09 - train_loss","resnet-ep100-32-layers-max_lr-0.09 - train_loss__MIN","resnet-ep100-32-layers-max_lr-0.09 - train_loss__MAX","resnet-ep100-32-layers-max_lr-0.05 - train_loss","resnet-ep100-32-layers-max_lr-0.05 - train_loss__MIN","resnet-ep100-32-layers-max_lr-0.05 - train_loss__MAX","resnet-ep100-32-layers-max_lr-0.01 - train_loss","resnet-ep100-32-layers-max_lr-0.01 - train_loss__MIN","resnet-ep100-32-layers-max_lr-0.01 - train_loss__MAX"
"49","2.5442276000976562","2.5442276000976562","2.5442276000976562","2.4191603660583496","2.4191603660583496","2.4191603660583496","2.238208293914795","2.238208293914795","2.238208293914795","2.0679991245269775","2.0679991245269775","2.0679991245269775"
"98","2.0448222160339355","2.0448222160339355","2.0448222160339355","1.920087218284607","1.920087218284607","1.920087218284607","1.8808655738830566","1.8808655738830566","1.8808655738830566","1.5899993181228638","1.5899993181228638","1.5899993181228638"
"147","1.8097691535949707","1.8097691535949707","1.8097691535949707","1.6306049823760986","1.6306049823760986","1.6306049823760986","1.686514973640442","1.686514973640442","1.686514973640442","1.3155730962753296","1.3155730962753296","1.3155730962753296"
"196","1.6002599000930786","1.6002599000930786","1.6002599000930786","1.4571946859359741","1.4571946859359741","1.4571946859359741","1.503663182258606","1.503663182258606","1.503663182258606","1.1168098449707031","1.1168098449707031","1.1168098449707031"
"245","1.4464662075042725","1.4464662075042725","1.4464662075042725","1.2987303733825684","1.2987303733825684","1.2987303733825684","1.3112462759017944","1.3112462759017944","1.3112462759017944","0.960019052028656","0.960019052028656","0.960019052028656"
"294","1.2721920013427734","1.2721920013427734","1.2721920013427734","1.135655403137207","1.135655403137207","1.135655403137207","1.1737687587738037","1.1737687587738037","1.1737687587738037","0.8422186374664307","0.8422186374664307","0.8422186374664307"
"343","1.1239451169967651","1.1239451169967651","1.1239451169967651","0.9988434314727783","0.9988434314727783","0.9988434314727783","1.0354558229446411","1.0354558229446411","1.0354558229446411","0.7291328310966492","0.7291328310966492","0.7291328310966492"
"392","0.9812774658203125","0.9812774658203125","0.9812774658203125","0.8765298128128052","0.8765298128128052","0.8765298128128052","0.9255372285842896","0.9255372285842896","0.9255372285842896","0.6486906409263611","0.6486906409263611","0.6486906409263611"
"441","0.8884821534156799","0.8884821534156799","0.8884821534156799","0.7655481696128845","0.7655481696128845","0.7655481696128845","0.831409215927124","0.831409215927124","0.831409215927124","0.5724673271179199","0.5724673271179199","0.5724673271179199"
"490","0.7878232002258301","0.7878232002258301","0.7878232002258301","0.6823782324790955","0.6823782324790955","0.6823782324790955","0.7551521062850952","0.7551521062850952","0.7551521062850952","0.5185844302177429","0.5185844302177429","0.5185844302177429"
"539","0.7066734433174133","0.7066734433174133","0.7066734433174133","0.5929949879646301","0.5929949879646301","0.5929949879646301","0.6855987310409546","0.6855987310409546","0.6855987310409546","0.48310041427612305","0.48310041427612305","0.48310041427612305"
"588","0.6415484547615051","0.6415484547615051","0.6415484547615051","0.5236600041389465","0.5236600041389465","0.5236600041389465","0.6140095591545105","0.6140095591545105","0.6140095591545105","0.45245468616485596","0.45245468616485596","0.45245468616485596"
"637","0.5714401602745056","0.5714401602745056","0.5714401602745056","0.47466713190078735","0.47466713190078735","0.47466713190078735","0.5527670383453369","0.5527670383453369","0.5527670383453369","0.4061164855957031","0.4061164855957031","0.4061164855957031"
"686","0.5109370946884155","0.5109370946884155","0.5109370946884155","0.43242117762565613","0.43242117762565613","0.43242117762565613","0.4919884204864502","0.4919884204864502","0.4919884204864502","0.3896750509738922","0.3896750509738922","0.3896750509738922"
"735","0.4561229944229126","0.4561229944229126","0.4561229944229126","0.4081078767776489","0.4081078767776489","0.4081078767776489","0.44078490138053894","0.44078490138053894","0.44078490138053894","0.35160788893699646","0.35160788893699646","0.35160788893699646"
"784","0.43206658959388733","0.43206658959388733","0.43206658959388733","0.37129926681518555","0.37129926681518555","0.37129926681518555","0.404669851064682","0.404669851064682","0.404669851064682","0.32731735706329346","0.32731735706329346","0.32731735706329346"
"833","0.40218982100486755","0.40218982100486755","0.40218982100486755","0.35161834955215454","0.35161834955215454","0.35161834955215454","0.3738526999950409","0.3738526999950409","0.3738526999950409","0.3031194508075714","0.3031194508075714","0.3031194508075714"
"882","0.3701961934566498","0.3701961934566498","0.3701961934566498","0.3283982574939728","0.3283982574939728","0.3283982574939728","0.3404621183872223","0.3404621183872223","0.3404621183872223","0.29896602034568787","0.29896602034568787","0.29896602034568787"
"931","0.352364718914032","0.352364718914032","0.352364718914032","0.30687567591667175","0.30687567591667175","0.30687567591667175","0.3226425051689148","0.3226425051689148","0.3226425051689148","0.27518680691719055","0.27518680691719055","0.27518680691719055"
"980","0.3380815088748932","0.3380815088748932","0.3380815088748932","0.2896873652935028","0.2896873652935028","0.2896873652935028","0.2987005412578583","0.2987005412578583","0.2987005412578583","0.2615230977535248","0.2615230977535248","0.2615230977535248"
"1029","0.30874741077423096","0.30874741077423096","0.30874741077423096","0.2683987021446228","0.2683987021446228","0.2683987021446228","0.2832607626914978","0.2832607626914978","0.2832607626914978","0.24512401223182678","0.24512401223182678","0.24512401223182678"
"1078","0.28985127806663513","0.28985127806663513","0.28985127806663513","0.26506441831588745","0.26506441831588745","0.26506441831588745","0.26858264207839966","0.26858264207839966","0.26858264207839966","0.22774620354175568","0.22774620354175568","0.22774620354175568"
"1127","0.27285873889923096","0.27285873889923096","0.27285873889923096","0.24232123792171478","0.24232123792171478","0.24232123792171478","0.24774952232837677","0.24774952232837677","0.24774952232837677","0.21416741609573364","0.21416741609573364","0.21416741609573364"
"1176","0.26395562291145325","0.26395562291145325","0.26395562291145325","0.23310789465904236","0.23310789465904236","0.23310789465904236","0.2354697287082672","0.2354697287082672","0.2354697287082672","0.20576228201389313","0.20576228201389313","0.20576228201389313"
"1225","0.2548919916152954","0.2548919916152954","0.2548919916152954","0.22363318502902985","0.22363318502902985","0.22363318502902985","0.21517398953437805","0.21517398953437805","0.21517398953437805","0.186592236161232","0.186592236161232","0.186592236161232"
"1274","0.23602524399757385","0.23602524399757385","0.23602524399757385","0.21383725106716156","0.21383725106716156","0.21383725106716156","0.20395790040493011","0.20395790040493011","0.20395790040493011","0.1784033477306366","0.1784033477306366","0.1784033477306366"
"1323","0.22949256002902985","0.22949256002902985","0.22949256002902985","0.19775016605854034","0.19775016605854034","0.19775016605854034","0.20130153000354767","0.20130153000354767","0.20130153000354767","0.17232978343963623","0.17232978343963623","0.17232978343963623"
"1372","0.2305249571800232","0.2305249571800232","0.2305249571800232","0.18046793341636658","0.18046793341636658","0.18046793341636658","0.18295231461524963","0.18295231461524963","0.18295231461524963","0.15335345268249512","0.15335345268249512","0.15335345268249512"
"1421","0.20202186703681946","0.20202186703681946","0.20202186703681946","0.17442409694194794","0.17442409694194794","0.17442409694194794","0.17232204973697662","0.17232204973697662","0.17232204973697662","0.1463472545146942","0.1463472545146942","0.1463472545146942"
"1470","0.19059394299983978","0.19059394299983978","0.19059394299983978","0.16488830745220184","0.16488830745220184","0.16488830745220184","0.16130632162094116","0.16130632162094116","0.16130632162094116","0.1323668658733368","0.1323668658733368","0.1323668658733368"
"1519","0.1858736127614975","0.1858736127614975","0.1858736127614975","0.16177552938461304","0.16177552938461304","0.16177552938461304","0.14994952082633972","0.14994952082633972","0.14994952082633972","0.12723179161548615","0.12723179161548615","0.12723179161548615"
"1568","0.1726209968328476","0.1726209968328476","0.1726209968328476","0.15301413834095","0.15301413834095","0.15301413834095","0.13792011141777039","0.13792011141777039","0.13792011141777039","0.115678571164608","0.115678571164608","0.115678571164608"
"1617","0.16569997370243073","0.16569997370243073","0.16569997370243073","0.13864363729953766","0.13864363729953766","0.13864363729953766","0.13403631746768951","0.13403631746768951","0.13403631746768951","0.10840950906276703","0.10840950906276703","0.10840950906276703"
"1666","0.15176865458488464","0.15176865458488464","0.15176865458488464","0.1337725818157196","0.1337725818157196","0.1337725818157196","0.12225524336099625","0.12225524336099625","0.12225524336099625","0.10277548432350159","0.10277548432350159","0.10277548432350159"
"1715","0.15862718224525452","0.15862718224525452","0.15862718224525452","0.12111487239599228","0.12111487239599228","0.12111487239599228","0.11415786296129227","0.11415786296129227","0.11415786296129227","0.09912479668855667","0.09912479668855667","0.09912479668855667"
"1764","0.14764101803302765","0.14764101803302765","0.14764101803302765","0.11517275124788284","0.11517275124788284","0.11517275124788284","0.10905823856592178","0.10905823856592178","0.10905823856592178","0.08750735223293304","0.08750735223293304","0.08750735223293304"
"1813","0.12671831250190735","0.12671831250190735","0.12671831250190735","0.11250331997871399","0.11250331997871399","0.11250331997871399","0.09920452535152435","0.09920452535152435","0.09920452535152435","0.08758329600095749","0.08758329600095749","0.08758329600095749"
"1862","0.12690939009189606","0.12690939009189606","0.12690939009189606","0.10859619826078415","0.10859619826078415","0.10859619826078415","0.10212014615535736","0.10212014615535736","0.10212014615535736","0.07766842097043991","0.07766842097043991","0.07766842097043991"
"1911","0.125993013381958","0.125993013381958","0.125993013381958","0.09812873601913452","0.09812873601913452","0.09812873601913452","0.09573786705732346","0.09573786705732346","0.09573786705732346","0.07121864706277847","0.07121864706277847","0.07121864706277847"
"1960","0.1200629398226738","0.1200629398226738","0.1200629398226738","0.09596475958824158","0.09596475958824158","0.09596475958824158","0.08962319791316986","0.08962319791316986","0.08962319791316986","0.07538747787475586","0.07538747787475586","0.07538747787475586"
"2009","0.11232943087816238","0.11232943087816238","0.11232943087816238","0.0952378362417221","0.0952378362417221","0.0952378362417221","0.08179531991481781","0.08179531991481781","0.08179531991481781","0.06415608525276184","0.06415608525276184","0.06415608525276184"
"2058","0.1013331487774849","0.1013331487774849","0.1013331487774849","0.08535782247781754","0.08535782247781754","0.08535782247781754","0.07150884717702866","0.07150884717702866","0.07150884717702866","0.061050280928611755","0.061050280928611755","0.061050280928611755"
"2107","0.10680840909481049","0.10680840909481049","0.10680840909481049","0.0904332846403122","0.0904332846403122","0.0904332846403122","0.07500892877578735","0.07500892877578735","0.07500892877578735","0.061344847083091736","0.061344847083091736","0.061344847083091736"
"2156","0.09670988470315933","0.09670988470315933","0.09670988470315933","0.0886826366186142","0.0886826366186142","0.0886826366186142","0.07757772505283356","0.07757772505283356","0.07757772505283356","0.05360325425863266","0.05360325425863266","0.05360325425863266"
"2205","0.08580701798200607","0.08580701798200607","0.08580701798200607","0.0734037533402443","0.0734037533402443","0.0734037533402443","0.06472095847129822","0.06472095847129822","0.06472095847129822","0.054020896553993225","0.054020896553993225","0.054020896553993225"
"2254","0.08344239741563797","0.08344239741563797","0.08344239741563797","0.07677142322063446","0.07677142322063446","0.07677142322063446","0.0620969794690609","0.0620969794690609","0.0620969794690609","0.04405650123953819","0.04405650123953819","0.04405650123953819"
"2303","0.08484358340501785","0.08484358340501785","0.08484358340501785","0.06326916068792343","0.06326916068792343","0.06326916068792343","0.06098287180066109","0.06098287180066109","0.06098287180066109","0.04315147548913956","0.04315147548913956","0.04315147548913956"
"2352","0.08270854502916336","0.08270854502916336","0.08270854502916336","0.057543158531188965","0.057543158531188965","0.057543158531188965","0.05652761831879616","0.05652761831879616","0.05652761831879616","0.04278923571109772","0.04278923571109772","0.04278923571109772"
"2401","0.07017964124679565","0.07017964124679565","0.07017964124679565","0.06473387032747269","0.06473387032747269","0.06473387032747269","0.04776858165860176","0.04776858165860176","0.04776858165860176","0.04227636754512787","0.04227636754512787","0.04227636754512787"
"2450","0.08257892727851868","0.08257892727851868","0.08257892727851868","0.06013181060552597","0.06013181060552597","0.06013181060552597","0.04978882521390915","0.04978882521390915","0.04978882521390915","0.038836292922496796","0.038836292922496796","0.038836292922496796"
"2499","0.06550373136997223","0.06550373136997223","0.06550373136997223","0.05694982409477234","0.05694982409477234","0.05694982409477234","0.044436413794755936","0.044436413794755936","0.044436413794755936","0.035248905420303345","0.035248905420303345","0.035248905420303345"
"2548","0.05844157934188843","0.05844157934188843","0.05844157934188843","0.05292963236570358","0.05292963236570358","0.05292963236570358","0.04185422137379646","0.04185422137379646","0.04185422137379646","0.03180346637964249","0.03180346637964249","0.03180346637964249"
"2597","0.0587720163166523","0.0587720163166523","0.0587720163166523","0.05217260122299194","0.05217260122299194","0.05217260122299194","0.0392918735742569","0.0392918735742569","0.0392918735742569","0.03176450729370117","0.03176450729370117","0.03176450729370117"
"2646","0.06440865248441696","0.06440865248441696","0.06440865248441696","0.04238605499267578","0.04238605499267578","0.04238605499267578","0.045038145035505295","0.045038145035505295","0.045038145035505295","0.03105165995657444","0.03105165995657444","0.03105165995657444"
"2695","0.054793111979961395","0.054793111979961395","0.054793111979961395","0.040306031703948975","0.040306031703948975","0.040306031703948975","0.034966569393873215","0.034966569393873215","0.034966569393873215","0.0271174143999815","0.0271174143999815","0.0271174143999815"
"2744","0.05192650109529495","0.05192650109529495","0.05192650109529495","0.03514787182211876","0.03514787182211876","0.03514787182211876","0.03611227869987488","0.03611227869987488","0.03611227869987488","0.022237781435251236","0.022237781435251236","0.022237781435251236"
"2793","0.04338192939758301","0.04338192939758301","0.04338192939758301","0.034414440393447876","0.034414440393447876","0.034414440393447876","0.0281840730458498","0.0281840730458498","0.0281840730458498","0.022078579291701317","0.022078579291701317","0.022078579291701317"
"2842","0.040359437465667725","0.040359437465667725","0.040359437465667725","0.03586755320429802","0.03586755320429802","0.03586755320429802","0.02970750816166401","0.02970750816166401","0.02970750816166401","0.022728219628334045","0.022728219628334045","0.022728219628334045"
"2891","0.03956160321831703","0.03956160321831703","0.03956160321831703","0.03247065842151642","0.03247065842151642","0.03247065842151642","0.023602209985256195","0.023602209985256195","0.023602209985256195","0.0198260098695755","0.0198260098695755","0.0198260098695755"
"2940","0.0417034775018692","0.0417034775018692","0.0417034775018692","0.028493398800492287","0.028493398800492287","0.028493398800492287","0.02287961170077324","0.02287961170077324","0.02287961170077324","0.018598802387714386","0.018598802387714386","0.018598802387714386"
"2989","0.0388377346098423","0.0388377346098423","0.0388377346098423","0.02619965188205242","0.02619965188205242","0.02619965188205242","0.02296237088739872","0.02296237088739872","0.02296237088739872","0.01654145121574402","0.01654145121574402","0.01654145121574402"
"3038","0.029692748561501503","0.029692748561501503","0.029692748561501503","0.026245707646012306","0.026245707646012306","0.026245707646012306","0.019016223028302193","0.019016223028302193","0.019016223028302193","0.013690445572137833","0.013690445572137833","0.013690445572137833"
"3087","0.030199598520994186","0.030199598520994186","0.030199598520994186","0.02829078771173954","0.02829078771173954","0.02829078771173954","0.017060717567801476","0.017060717567801476","0.017060717567801476","0.013057992793619633","0.013057992793619633","0.013057992793619633"
"3136","0.03110145404934883","0.03110145404934883","0.03110145404934883","0.02035299874842167","0.02035299874842167","0.02035299874842167","0.016454938799142838","0.016454938799142838","0.016454938799142838","0.011205495335161686","0.011205495335161686","0.011205495335161686"
"3185","0.025920869782567024","0.025920869782567024","0.025920869782567024","0.018102673813700676","0.018102673813700676","0.018102673813700676","0.01668567769229412","0.01668567769229412","0.01668567769229412","0.010672247037291527","0.010672247037291527","0.010672247037291527"
"3234","0.020755410194396973","0.020755410194396973","0.020755410194396973","0.01822473295032978","0.01822473295032978","0.01822473295032978","0.012593378312885761","0.012593378312885761","0.012593378312885761","0.008928736671805382","0.008928736671805382","0.008928736671805382"
"3283","0.02081998996436596","0.02081998996436596","0.02081998996436596","0.014237179420888424","0.014237179420888424","0.014237179420888424","0.010239474475383759","0.010239474475383759","0.010239474475383759","0.007587508298456669","0.007587508298456669","0.007587508298456669"
"3332","0.019154034554958344","0.019154034554958344","0.019154034554958344","0.013726680539548397","0.013726680539548397","0.013726680539548397","0.011458849534392357","0.011458849534392357","0.011458849534392357","0.00707298144698143","0.00707298144698143","0.00707298144698143"
"3381","0.015901831910014153","0.015901831910014153","0.015901831910014153","0.012325802817940712","0.012325802817940712","0.012325802817940712","0.010742653161287308","0.010742653161287308","0.010742653161287308","0.00792214460670948","0.00792214460670948","0.00792214460670948"
"3430","0.013228416442871094","0.013228416442871094","0.013228416442871094","0.010321454145014286","0.010321454145014286","0.010321454145014286","0.010786179453134537","0.010786179453134537","0.010786179453134537","0.0059798103757202625","0.0059798103757202625","0.0059798103757202625"
"3479","0.0120402742177248","0.0120402742177248","0.0120402742177248","0.008280845358967781","0.008280845358967781","0.008280845358967781","0.009336093440651894","0.009336093440651894","0.009336093440651894","0.005589855369180441","0.005589855369180441","0.005589855369180441"
"3528","0.009767290204763412","0.009767290204763412","0.009767290204763412","0.009055578149855137","0.009055578149855137","0.009055578149855137","0.006940923165529966","0.006940923165529966","0.006940923165529966","0.0053241197019815445","0.0053241197019815445","0.0053241197019815445"
"3577","0.010357310064136982","0.010357310064136982","0.010357310064136982","0.007900764234364033","0.007900764234364033","0.007900764234364033","0.005837260279804468","0.005837260279804468","0.005837260279804468","0.004107700195163488","0.004107700195163488","0.004107700195163488"
"3626","0.00952080450952053","0.00952080450952053","0.00952080450952053","0.006032240577042103","0.006032240577042103","0.006032240577042103","0.0056087542325258255","0.0056087542325258255","0.0056087542325258255","0.0044179088436067104","0.0044179088436067104","0.0044179088436067104"
"3675","0.006928933784365654","0.006928933784365654","0.006928933784365654","0.005004009231925011","0.005004009231925011","0.005004009231925011","0.004551543854176998","0.004551543854176998","0.004551543854176998","0.0030297040939331055","0.0030297040939331055","0.0030297040939331055"
"3724","0.006046315189450979","0.006046315189450979","0.006046315189450979","0.004897054750472307","0.004897054750472307","0.004897054750472307","0.0034672184847295284","0.0034672184847295284","0.0034672184847295284","0.0021427026949822903","0.0021427026949822903","0.0021427026949822903"
"3773","0.006164947059005499","0.006164947059005499","0.006164947059005499","0.00423516845330596","0.00423516845330596","0.00423516845330596","0.002812627237290144","0.002812627237290144","0.002812627237290144","0.0022233480121940374","0.0022233480121940374","0.0022233480121940374"
"3822","0.0043748789466917515","0.0043748789466917515","0.0043748789466917515","0.0035175434313714504","0.0035175434313714504","0.0035175434313714504","0.0025434724520891905","0.0025434724520891905","0.0025434724520891905","0.0019331566290929914","0.0019331566290929914","0.0019331566290929914"
"3871","0.003729873336851597","0.003729873336851597","0.003729873336851597","0.0033652526326477528","0.0033652526326477528","0.0033652526326477528","0.0023550225887447596","0.0023550225887447596","0.0023550225887447596","0.0014859611401334405","0.0014859611401334405","0.0014859611401334405"
"3920","0.0027331227902323008","0.0027331227902323008","0.0027331227902323008","0.003243686631321907","0.003243686631321907","0.003243686631321907","0.0021099259611219168","0.0021099259611219168","0.0021099259611219168","0.0015068650245666504","0.0015068650245666504","0.0015068650245666504"
"3969","0.002105560852214694","0.002105560852214694","0.002105560852214694","0.0020737124141305685","0.0020737124141305685","0.0020737124141305685","0.0016637996304780245","0.0016637996304780245","0.0016637996304780245","0.0012184546794742346","0.0012184546794742346","0.0012184546794742346"
"4018","0.001642742776311934","0.001642742776311934","0.001642742776311934","0.0013893243158236146","0.0013893243158236146","0.0013893243158236146","0.0011842623353004456","0.0011842623353004456","0.0011842623353004456","0.001176349469460547","0.001176349469460547","0.001176349469460547"
"4067","0.0015731595922261477","0.0015731595922261477","0.0015731595922261477","0.00198124791495502","0.00198124791495502","0.00198124791495502","0.0007004880462773144","0.0007004880462773144","0.0007004880462773144","0.0012937525752931833","0.0012937525752931833","0.0012937525752931833"
"4116","0.0014282112242653966","0.0014282112242653966","0.0014282112242653966","0.0014432717580348253","0.0014432717580348253","0.0014432717580348253","0.0009707729914225638","0.0009707729914225638","0.0009707729914225638","0.0009311106987297535","0.0009311106987297535","0.0009311106987297535"
"4165","0.000998163246549666","0.000998163246549666","0.000998163246549666","0.001366562326438725","0.001366562326438725","0.001366562326438725","0.0007573089096695185","0.0007573089096695185","0.0007573089096695185","0.0009311542380601168","0.0009311542380601168","0.0009311542380601168"
"4214","0.0010449663968756795","0.0010449663968756795","0.0010449663968756795","0.0010577092180028558","0.0010577092180028558","0.0010577092180028558","0.0009387725149281323","0.0009387725149281323","0.0009387725149281323","0.0006143947830423713","0.0006143947830423713","0.0006143947830423713"
"4263","0.0009082136093638837","0.0009082136093638837","0.0009082136093638837","0.0007733879028819501","0.0007733879028819501","0.0007733879028819501","0.000740386254619807","0.000740386254619807","0.000740386254619807","0.00047467160038650036","0.00047467160038650036","0.00047467160038650036"
"4312","0.0010143655817955732","0.0010143655817955732","0.0010143655817955732","0.0007016112795099616","0.0007016112795099616","0.0007016112795099616","0.000732883345335722","0.000732883345335722","0.000732883345335722","0.0005336857866495848","0.0005336857866495848","0.0005336857866495848"
"4361","0.0007588806329295039","0.0007588806329295039","0.0007588806329295039","0.0007895063026808202","0.0007895063026808202","0.0007895063026808202","0.0006872178055346012","0.0006872178055346012","0.0006872178055346012","0.0004024232330266386","0.0004024232330266386","0.0004024232330266386"
"4410","0.0007085410179570317","0.0007085410179570317","0.0007085410179570317","0.0006607904797419906","0.0006607904797419906","0.0006607904797419906","0.0004977998905815184","0.0004977998905815184","0.0004977998905815184","0.0003103627823293209","0.0003103627823293209","0.0003103627823293209"
"4459","0.0008087200112640858","0.0008087200112640858","0.0008087200112640858","0.0005315156886354089","0.0005315156886354089","0.0005315156886354089","0.0005215547862462699","0.0005215547862462699","0.0005215547862462699","0.00024874339578673244","0.00024874339578673244","0.00024874339578673244"
"4508","0.0006635175086557865","0.0006635175086557865","0.0006635175086557865","0.0004419313045218587","0.0004419313045218587","0.0004419313045218587","0.00040225472184829414","0.00040225472184829414","0.00040225472184829414","0.0003018559073098004","0.0003018559073098004","0.0003018559073098004"
"4557","0.0005872228066436946","0.0005872228066436946","0.0005872228066436946","0.000562843051739037","0.000562843051739037","0.000562843051739037","0.000638308993075043","0.000638308993075043","0.000638308993075043","0.00026972597697749734","0.00026972597697749734","0.00026972597697749734"
"4606","0.000705282436683774","0.000705282436683774","0.000705282436683774","0.000518582935910672","0.000518582935910672","0.000518582935910672","0.0004839510365854949","0.0004839510365854949","0.0004839510365854949","0.00038630529888905585","0.00038630529888905585","0.00038630529888905585"
"4655","0.00037580233765766025","0.00037580233765766025","0.00037580233765766025","0.0004245624295435846","0.0004245624295435846","0.0004245624295435846","0.0004425228980835527","0.0004425228980835527","0.0004425228980835527","0.0002640496823005378","0.0002640496823005378","0.0002640496823005378"
"4704","0.0006259022047743201","0.0006259022047743201","0.0006259022047743201","0.0005794920143671334","0.0005794920143671334","0.0005794920143671334","0.0004220549308229238","0.0004220549308229238","0.0004220549308229238","0.0003718971274793148","0.0003718971274793148","0.0003718971274793148"
"4753","0.0005886043654754758","0.0005886043654754758","0.0005886043654754758","0.00035894016036763787","0.00035894016036763787","0.00035894016036763787","0.00037489747046492994","0.00037489747046492994","0.00037489747046492994","0.0003964710922446102","0.0003964710922446102","0.0003964710922446102"
"4802","0.0004066553374286741","0.0004066553374286741","0.0004066553374286741","0.0006172502762638032","0.0006172502762638032","0.0006172502762638032","0.00031110391137190163","0.00031110391137190163","0.00031110391137190163","0.00022474980505649","0.00022474980505649","0.00022474980505649"
"4851","0.00048459568643011153","0.00048459568643011153","0.00048459568643011153","0.0008342316141352057","0.0008342316141352057","0.0008342316141352057","0.0003239350044168532","0.0003239350044168532","0.0003239350044168532","0.0002327307447558269","0.0002327307447558269","0.0002327307447558269"
"4900","0.00047486304538324475","0.00047486304538324475","0.00047486304538324475","0.00046536661102436483","0.00046536661102436483","0.00046536661102436483","0.0005073683569207788","0.0005073683569207788","0.0005073683569207788","0.00029797005117870867","0.00029797005117870867","0.00029797005117870867"